preco_imovel,condominio,iptu,rua,numero,bairro,cidade,area_util,quartos,banheiros,garagens,endereco_completo,address_found,latitude_calculada,longitude_calculada,Dist_Centro,Dist_UFSM,Dist_Royal,Dist_Pnova,Dist_HUSM,Dist_Caridade,Dist_Parque_Itaimbe,Dist_Praça_Roque,Dist_Praça_Saldanha,Dist_Club_Dores,Dist_Aeroporto,escola_fundamental,escola_infantil,geometry,apartamento,casa,cobertura,ln_preco,LISA_Cluster,p_valor_lisa
2950000,,,Rua Farroupilha,13.0,km 3,Santa Maria,227.0,3,4,3,"Rua Farroupilha, 13 - km 3, Santa Maria, Brasil","R. Farroupilha - Km Três, Santa Maria - RS, 97095-170, Brazil",-29.6915186,-53.7830181,0.0004615127558460258,0.00013575323430512284,0.00086025203469447,0.0002072817957049832,0.00014243943957318765,0.00044678655794931697,0.0004827117245320976,0.00045011834105881336,0.00041773341192837053,0.0007192250300205401,0.00012192791703378898,1,0,POINT (-53.7830181 -29.6915186),1,0,0,14.897315728316002,High-High (Alto-Alto),0.001
650000,,,Rua Felice Beltrame,8.0,Nossa Senhora do Perpétuo Socorro,Santa Maria,135.0,3,3,1,"Rua Felice Beltrame, 8 - Nossa Senhora do Perpétuo Socorro, Santa Maria, Brasil","R. Felice Beltrame, 8 - Salgado Filho, Santa Maria - RS, 97043-195, Brazil",-29.6719865,-53.8117659,0.000521875841518875,9.222490928042479e-05,0.00038617916565660394,0.0002345893502405939,9.572091514919541e-05,0.000440689737070412,0.0006031313772148271,0.00045761535038309155,0.0006145087599404945,0.0004375038747861646,8.69610092220729e-05,1,0,POINT (-53.8117659 -29.6719865),0,1,0,13.38472764187182,Não Significativo,0.302
590000,,,Rua Felipe Camarão,155.0,Nossa Senhora do Perpétuo Socorro,Santa Maria,241.0,3,2,3,"Rua Felipe Camarão, 155 - Nossa Senhora do Perpétuo Socorro, Santa Maria, Brasil","R. Felipe Camarão, 155 - Nossa Sra. do Perpetuo Socorro, Santa Maria - RS, 97045-220, Brazil",-29.6753451,-53.8084484,0.0006812422927562773,9.633943457537087e-05,0.00047662530936948294,0.00024534957691651376,0.00010005619794814184,0.0005422927161052085,0.000849760961021214,0.0005694852230077647,0.0008366065455906556,0.0005573515517036296,9.032994999524872e-05,0,0,POINT (-53.8084484 -29.6753451),0,1,0,13.287877815881902,Não Significativo,0.19
682000,,,Rua Felipe De Oliveira,515.0,Centro,Santa Maria,111.0,2,2,2,"Rua Felipe De Oliveira, 515 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 515 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6950504,-53.807196,0.0012781287736885211,0.00010644857570732033,0.0007634761149805624,0.0003928921985380715,0.00010939715750560635,0.0026981148869951246,0.0008293515069603033,0.0021605457869075225,0.0009996380142892614,0.0007782145428856071,9.587004794746296e-05,0,0,POINT (-53.807196 -29.6950504),1,0,0,13.432784936825598,High-High (Alto-Alto),0.035
425000,R$ 350,,Rua Felipe De Oliveira,601.0,Centro,Santa Maria,141.0,3,3,1,"Rua Felipe De Oliveira, 601 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 601 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6950076,-53.8070029,0.001293495289780363,0.00010663404936402198,0.0007746877846369482,0.0003900750084896496,0.00010960152067203475,0.0027682123563087533,0.0008367587069169096,0.0022040059370386595,0.0010047085158554044,0.0007890245793226005,9.60341441450362e-05,0,0,POINT (-53.8070029 -29.6950076),1,0,0,12.959844447906553,Não Significativo,0.409
680000,,,Rua Felipe De Oliveira,44.0,Centro,Santa Maria,154.0,3,3,1,"Rua Felipe De Oliveira, 44 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 44 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6964188,-53.8107382,0.0009438883946942386,0.00010333253140663506,0.0005935993206583675,0.00045984672967372105,0.00010591770403096914,0.0014794427414227885,0.0006714444280145922,0.0013211180161255697,0.0008269489890156644,0.000605733335874774,9.301942735052701e-05,0,0,POINT (-53.8107382 -29.6964188),0,0,1,13.42984807715229,Não Significativo,0.404
440000,R$ 450,,Rua Felipe De Oliveira,601.0,Centro,Santa Maria,170.0,3,2,1,"Rua Felipe De Oliveira, 601 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 601 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6950076,-53.8070029,0.001293495289780363,0.00010663404936402198,0.0007746877846369482,0.0003900750084896496,0.00010960152067203475,0.0027682123563087533,0.0008367587069169096,0.0022040059370386595,0.0010047085158554044,0.0007890245793226005,9.60341441450362e-05,0,0,POINT (-53.8070029 -29.6950076),1,0,0,12.994530005894443,Não Significativo,0.411
490000,R$ 450,,Rua Felipe De Oliveira,155.0,Centro,Santa Maria,175.0,3,1,1,"Rua Felipe De Oliveira, 155 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 155 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6960866,-53.8091905,0.0010452768192458447,0.00010477349144367512,0.0006521692331832629,0.0004309120722048021,0.00010749292599739007,0.0017973995871625142,0.0007212502094914529,0.0015544830985316732,0.0008801642305560185,0.0006631194231195547,9.428180981516087e-05,0,1,POINT (-53.8091905 -29.6960866),1,0,0,13.102160670086809,Não Significativo,0.491
1725850,,,Rua Felipe De Oliveira,515.0,Centro,Santa Maria,211.0,3,3,3,"Rua Felipe De Oliveira, 515 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 515 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6950504,-53.807196,0.0012781287736885211,0.00010644857570732033,0.0007634761149805624,0.0003928921985380715,0.00010939715750560635,0.0026981148869951246,0.0008293515069603033,0.0021605457869075225,0.0009996380142892614,0.0007782145428856071,9.587004794746296e-05,0,0,POINT (-53.807196 -29.6950504),0,0,1,14.361230240707586,Não Significativo,0.091
1000000,R$ 800,,Rua Felipe De Oliveira,460.0,Centro,Santa Maria,291.0,3,3,1,"Rua Felipe De Oliveira, 460 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 460 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6951375,-53.8079182,0.0012305664173322252,0.00010573216410911002,0.0007259611172319238,0.00040307298276429337,0.0001086164771403748,0.0024717396859965635,0.0008064209984917813,0.002021699136410529,0.0009859979577347543,0.0007427205025231516,9.525059738583444e-05,0,0,POINT (-53.8079182 -29.6951375),0,0,1,13.815510557964274,Não Significativo,0.374
726500,,,Rua Felipe De Oliveira,515.0,Centro,Santa Maria,111.0,3,2,2,"Rua Felipe De Oliveira, 515 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 515 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6950504,-53.807196,0.0012781287736885211,0.00010644857570732033,0.0007634761149805624,0.0003928921985380715,0.00010939715750560635,0.0026981148869951246,0.0008293515069603033,0.0021605457869075225,0.0009996380142892614,0.0007782145428856071,9.587004794746296e-05,0,0,POINT (-53.807196 -29.6950504),1,0,0,13.495993761992475,High-High (Alto-Alto),0.038
748003,,,Rua Felipe De Oliveira,515.0,Centro,Santa Maria,111.0,3,1,1,"Rua Felipe De Oliveira, 515 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 515 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6950504,-53.807196,0.0012781287736885211,0.00010644857570732033,0.0007634761149805624,0.0003928921985380715,0.00010939715750560635,0.0026981148869951246,0.0008293515069603033,0.0021605457869075225,0.0009996380142892614,0.0007782145428856071,9.587004794746296e-05,0,0,POINT (-53.807196 -29.6950504),1,0,0,13.52516226764376,High-High (Alto-Alto),0.039
942214,,,Rua Felipe De Oliveira,515.0,Centro,Santa Maria,111.0,3,1,1,"Rua Felipe De Oliveira, 515 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 515 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6950504,-53.807196,0.0012781287736885211,0.00010644857570732033,0.0007634761149805624,0.0003928921985380715,0.00010939715750560635,0.0026981148869951246,0.0008293515069603033,0.0021605457869075225,0.0009996380142892614,0.0007782145428856071,9.587004794746296e-05,0,0,POINT (-53.807196 -29.6950504),1,0,0,13.755987703978697,High-High (Alto-Alto),0.043
980350,,,Rua Felipe De Oliveira,515.0,Centro,Santa Maria,111.0,3,2,2,"Rua Felipe De Oliveira, 515 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 515 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6950504,-53.807196,0.0012781287736885211,0.00010644857570732033,0.0007634761149805624,0.0003928921985380715,0.00010939715750560635,0.0026981148869951246,0.0008293515069603033,0.0021605457869075225,0.0009996380142892614,0.0007782145428856071,9.587004794746296e-05,0,0,POINT (-53.807196 -29.6950504),1,0,0,13.795664929743568,High-High (Alto-Alto),0.045
636000,R$ 600,,Rua Felipe De Oliveira,44.0,Centro,Santa Maria,154.0,3,3,2,"Rua Felipe De Oliveira, 44 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 44 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6964188,-53.8107382,0.0009438883946942386,0.00010333253140663506,0.0005935993206583675,0.00045984672967372105,0.00010591770403096914,0.0014794427414227885,0.0006714444280145922,0.0013211180161255697,0.0008269489890156644,0.000605733335874774,9.301942735052701e-05,0,0,POINT (-53.8107382 -29.6964188),0,0,1,13.36295384232226,Não Significativo,0.41
466000,R$ 430,,Rua Felipe De Oliveira,340.0,Centro,Santa Maria,67.0,2,1,1,"Rua Felipe De Oliveira, 340 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 340 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6953644,-53.8084214,0.0011715062400133227,0.00010529916786755324,0.0006982271062730791,0.00041213964120901845,0.00010812802467833798,0.0022251650992416057,0.0007797303983059542,0.001859607477689851,0.0009570747644321661,0.0007140208644982398,9.48463677471714e-05,0,0,POINT (-53.8084214 -29.6953644),1,0,0,13.051940913107783,Não Significativo,0.262
405000,R$ 600,,Rua Felipe De Oliveira,495.0,Centro,Santa Maria,97.0,3,2,1,"Rua Felipe De Oliveira, 495 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 495 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6953888,-53.8075734,0.001206916453946079,0.0001061836825018879,0.000735950661672563,0.00040089251096079947,0.00010907746060159267,0.0023948250378876784,0.000797704838160286,0.001963854427116295,0.0009620882163519243,0.0007479974612180922,9.558671620649623e-05,0,1,POINT (-53.8075734 -29.6953888),1,0,0,12.911642346088676,Low-High (Baixo-Alto),0.016
490000,R$ 760,,Rua Felipe De Oliveira,495.0,Centro,Santa Maria,97.0,3,2,1,"Rua Felipe De Oliveira, 495 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 495 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6953888,-53.8075734,0.001206916453946079,0.0001061836825018879,0.000735950661672563,0.00040089251096079947,0.00010907746060159267,0.0023948250378876784,0.000797704838160286,0.001963854427116295,0.0009620882163519243,0.0007479974612180922,9.558671620649623e-05,0,1,POINT (-53.8075734 -29.6953888),1,0,0,13.102160670086809,Low-High (Baixo-Alto),0.018
410000,R$ 430,,Rua Felipe De Oliveira,340.0,Centro,Santa Maria,65.0,2,2,1,"Rua Felipe De Oliveira, 340 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 340 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6953644,-53.8084214,0.0011715062400133227,0.00010529916786755324,0.0006982271062730791,0.00041213964120901845,0.00010812802467833798,0.0022251650992416057,0.0007797303983059542,0.001859607477689851,0.0009570747644321661,0.0007140208644982398,9.48463677471714e-05,0,0,POINT (-53.8084214 -29.6953644),1,0,0,12.92391243868049,Não Significativo,0.257
669490,,,Rua Felipe De Oliveira,164.0,Centro,Santa Maria,75.0,2,2,1,"Rua Felipe De Oliveira, 164 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 164 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6958811,-53.8095186,0.0010526665972667762,0.00010436905089645378,0.0006441121081938646,0.0004336375001947412,0.00010707880138827434,0.0018005197263408265,0.0007245099861024067,0.0015623295730628135,0.0008924744072766944,0.000657847557590991,9.397668442876373e-05,0,1,POINT (-53.8095186 -29.6958811),1,0,0,13.414271507482022,High-Low (Alto-Baixo),0.031
716406,,,Rua Felipe De Oliveira,515.0,Centro,Santa Maria,81.0,2,1,1,"Rua Felipe De Oliveira, 515 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 515 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6950504,-53.807196,0.0012781287736885211,0.00010644857570732033,0.0007634761149805624,0.0003928921985380715,0.00010939715750560635,0.0026981148869951246,0.0008293515069603033,0.0021605457869075225,0.0009996380142892614,0.0007782145428856071,9.587004794746296e-05,0,0,POINT (-53.807196 -29.6950504),1,0,0,13.482002324343002,High-High (Alto-Alto),0.038
430000,,,Rua Felipe De Oliveira,505.0,Centro,Santa Maria,89.0,3,2,1,"Rua Felipe De Oliveira, 505 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 505 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6951959,-53.8073102,0.0012486246072236286,0.0001063849851986594,0.0007537968808148469,0.00039567333972250385,0.00010931382437980973,0.0025690537816324918,0.00081653594717386,0.0020775485092293794,0.000983454235190085,0.0007670720437307132,9.579045781381113e-05,0,0,POINT (-53.8073102 -29.6951959),1,0,0,12.971540487669746,Não Significativo,0.18
650000,R$ 500,,Rua Felipe De Oliveira,340.0,Centro,Santa Maria,89.0,3,2,1,"Rua Felipe De Oliveira, 340 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 340 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6953644,-53.8084214,0.0011715062400133227,0.00010529916786755324,0.0006982271062730791,0.00041213964120901845,0.00010812802467833798,0.0022251650992416057,0.0007797303983059542,0.001859607477689851,0.0009570747644321661,0.0007140208644982398,9.48463677471714e-05,0,0,POINT (-53.8084214 -29.6953644),1,0,0,13.38472764187182,Não Significativo,0.292
480000,R$ 695,,Rua Felipe De Oliveira,495.0,Centro,Santa Maria,97.0,3,1,1,"Rua Felipe De Oliveira, 495 - Centro, Santa Maria, Brasil","R. Felipe de Oliveira, 495 - Centro, Santa Maria - RS, 97015-250, Brazil",-29.6953888,-53.8075734,0.001206916453946079,0.0001061836825018879,0.000735950661672563,0.00040089251096079947,0.00010907746060159267,0.0023948250378876784,0.000797704838160286,0.001963854427116295,0.0009620882163519243,0.0007479974612180922,9.558671620649623e-05,0,1,POINT (-53.8075734 -29.6953888),1,0,0,13.081541382884074,Low-High (Baixo-Alto),0.018
1390000,,,Rua Felipe Dos Santos,400.0,Duque de Caxias,Santa Maria,280.0,3,4,2,"Rua Felipe Dos Santos, 400 - Duque de Caxias, Santa Maria, Brasil","R. Felipe dos Santos, 400 - Duque de Caxias, Santa Maria - RS, 97070-340, Brazil",-29.7034862,-53.8208317,0.0004392977995490815,9.573596862734284e-05,0.00034308864282837155,0.0010684735149718446,9.731158020847388e-05,0.000520423339557884,0.00037093535183692117,0.0005010040246464283,0.00042427290364685315,0.0003446540590421858,8.57813312983665e-05,1,0,POINT (-53.8208317 -29.7034862),0,1,0,14.144814305106875,Não Significativo,0.42
600000,R$ 400,,Rua José Inácio Xavier,120.0,Nossa Senhora de Lourdes,Santa Maria,247.0,5,6,2,"Rua José Inácio Xavier, 120 - Nossa Senhora de Lourdes, Santa Maria, Brasil","R. José Inácio Xavier, 120 - Nossa Sra. de Lourdes, Santa Maria - RS, 97060-390, Brazil",-29.69566,-53.8001559,0.0010517116717882913,0.00011460030701251504,0.0012529479843027618,0.0003209045004773277,0.00011815574902067084,0.0013943697150562734,0.0008107907087366299,0.0013127158957873329,0.0007980462099647672,0.0010845066635317626,0.00010259779190197987,0,1,POINT (-53.8001559 -29.69566),0,0,1,13.304684934198283,Low-High (Baixo-Alto),0.001
1900000,,,Rua Felix Mainardi,66.0,Camobi,Santa Maria,360.0,3,4,5,"Rua Felix Mainardi, 66 - Camobi, Santa Maria, Brasil","R. Félix Mainardi, 66 - Camobi, Santa Maria - RS, 97110-630, Brazil",-29.6989859,-53.7237223,0.0001255598590303216,0.00038742836608798967,0.000143669346426261,9.72790849075717e-05,0.0005287829224116381,0.00012475681059506658,0.00012768552983430015,0.00012487076375003678,0.00012223352828400147,0.0001393556307427943,0.0004038109702591096,0,0,POINT (-53.7237223 -29.6989859),0,1,0,14.457364444136669,Não Significativo,0.089
1900000,,,Rua Felix Mainardi,66.0,Camobi,Santa Maria,360.0,3,4,5,"Rua Felix Mainardi, 66 - Camobi, Santa Maria, Brasil","R. Félix Mainardi, 66 - Camobi, Santa Maria - RS, 97110-630, Brazil",-29.6989859,-53.7237223,0.0001255598590303216,0.00038742836608798967,0.000143669346426261,9.72790849075717e-05,0.0005287829224116381,0.00012475681059506658,0.00012768552983430015,0.00012487076375003678,0.00012223352828400147,0.0001393556307427943,0.0004038109702591096,0,0,POINT (-53.7237223 -29.6989859),0,1,0,14.457364444136669,Não Significativo,0.089
980000,,R$ 41,Rua Felix Mainardi - Residencial Fiori D'itália,20.0,Camobi,Santa Maria,215.0,3,3,2,"Rua Felix Mainardi - Residencial Fiori D'itália, 20 - Camobi, Santa Maria, Brasil","R. Félix Mainardi - Camobi, Santa Maria - RS, 97110-633, Brazil",-29.6998324,-53.7239186,0.00012562638228426153,0.0004000589346627197,0.00014377102424122863,9.753368885356798e-05,0.0005508762081274276,0.00012489873779570712,0.00012767321662589346,0.00012499576861170077,0.00012225912539142193,0.0001393951260107069,0.0004071615495880301,0,0,POINT (-53.7239186 -29.6998324),0,1,0,13.795307850646754,High-High (Alto-Alto),0.048
250000,,,Rua Félix Manarin,135.0,Presidente João Goulart,Santa Maria,136.0,3,2,2,"Rua Félix Manarin, 135 - Presidente João Goulart, Santa Maria, Brasil","R. Félix Manarim - Pres. Joao Goulart, Santa Maria - RS, 97090-240, Brazil",-29.6817029,-53.7903626,0.0006251751862272636,0.00011749479740941554,0.0009687863669277641,0.00021156330203063166,0.00012327040514772622,0.0005272207503995344,0.0007867126447580084,0.0005463873024146488,0.0005969684619967874,0.0010803064993596036,0.00010886471882486985,0,0,POINT (-53.7903626 -29.6817029),0,1,0,12.429216196844383,Não Significativo,0.119
120000,R$ 300,,Rua Fernandes Vieira,81.0,Carolina,Santa Maria,40.0,1,1,0,"Rua Fernandes Vieira, 81 - Carolina, Santa Maria, Brasil","R. Fernandes Vieira, 81 - Carolina, Santa Maria - RS, 97043-190, Brazil",-29.68013629999999,-53.82411940000001,0.00048744733460164816,8.688714203404515e-05,0.00032929105805388565,0.00032864731973308083,8.937558226705021e-05,0.0004602295909700681,0.000473686857748989,0.00046868334375464054,0.0005590816200397036,0.0003590350057153405,8.086161763694727e-05,1,0,POINT (-53.82411940000001 -29.68013629999999),1,0,0,11.695247021764184,Não Significativo,0.363
2900000,,,Rua João Batista Da Cruz Jobim,235.0,Nossa Senhora Medianeira,Santa Maria,499.0,4,5,2,"Rua João Batista Da Cruz Jobim, 235 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. João Batista da Cruz Jobim, 235 - Nossa Sra. Medianeira, Santa Maria - RS, 97060-330, Brazil",-29.7023157,-53.7996701,0.0006075538699265527,0.00011803322108017786,0.0006994867693869134,0.0003401849579221324,0.00012097147194255814,0.0007581300165244642,0.0005084769338783077,0.0007182199580581182,0.0005161580671374822,0.0006158161781308869,0.00010394323098797298,0,0,POINT (-53.7996701 -29.7023157),0,1,0,14.880221294956703,Não Significativo,0.229
750000,,,Rua Carlos Lauda,293.0,Nossa Senhora do Perpétuo Socorro,Santa Maria,440.0,6,6,0,"Rua Carlos Lauda, 293 - Nossa Senhora do Perpétuo Socorro, Santa Maria, Brasil","R. Carlos Lauda, 293 - Nossa Sra. do Perpetuo Socorro, Santa Maria - RS, 97045-110, Brazil",-29.6733026,-53.8024013,0.0005960279368611475,0.00010009405304085492,0.0004998079151938805,0.00021825915585030223,0.00010442731548232057,0.00047888705813247745,0.0007818225933372344,0.000501101527836896,0.0006760507900525391,0.0005853454716392368,9.433130287030117e-05,0,0,POINT (-53.8024013 -29.6733026),0,1,0,13.527828485512494,Não Significativo,0.484
180000,R$ 300,,Rua Fernandes Vieira,81.0,Salgado Filho,Santa Maria,62.0,3,1,1,"Rua Fernandes Vieira, 81 - Salgado Filho, Santa Maria, Brasil","R. Fernandes Vieira, 81 - Carolina, Santa Maria - RS, 97043-190, Brazil",-29.68013629999999,-53.82411940000001,0.00048744733460164816,8.688714203404515e-05,0.00032929105805388565,0.00032864731973308083,8.937558226705021e-05,0.0004602295909700681,0.000473686857748989,0.00046868334375464054,0.0005590816200397036,0.0003590350057153405,8.086161763694727e-05,1,0,POINT (-53.82411940000001 -29.68013629999999),1,0,0,12.100712129872347,Não Significativo,0.35
460000,,R$ 500,Rua Flor Da Mata,36.0,Tancredo Neves,Santa Maria,180.0,3,4,2,"Rua Flor Da Mata, 36 - Tancredo Neves, Santa Maria, Brasil","R. Flor da Mata, 36 - Tancredo Neves, Santa Maria - RS, 97032-198, Brazil",-29.7066613,-53.8770648,0.0001377333365522316,6.334895065091338e-05,0.00012254281338461542,0.0002173034304586584,6.381825153863908e-05,0.00014165591473942253,0.00013214082359769614,0.0001408938292564264,0.00013960487276234475,0.0001242834934991346,5.852249809822307e-05,0,0,POINT (-53.8770648 -29.7066613),0,1,0,13.038981768465277,Low-Low (Baixo-Baixo),0.002
