preco_imovel,condominio,iptu,rua,numero,bairro,cidade,area_util,quartos,banheiros,garagens,endereco_completo,address_found,latitude_calculada,longitude_calculada,Dist_Centro,Dist_UFSM,Dist_Royal,Dist_Pnova,Dist_HUSM,Dist_Caridade,Dist_Parque_Itaimbe,Dist_Praça_Roque,Dist_Praça_Saldanha,Dist_Club_Dores,Dist_Aeroporto,escola_fundamental,escola_infantil,geometry,apartamento,casa,cobertura,ln_preco,LISA_Cluster,p_valor_lisa
450000,,,Rua Eulalia Oliveira Irion,385.0,Dom Antônio Reis,Santa Maria,137.0,3,2,1,"Rua Eulalia Oliveira Irion, 385 - Dom Antônio Reis, Santa Maria, Brasil","R. Eulália Oliveira Irion, 385 - Dom Antonio Reis, Santa Maria - RS, 97065-170, Brazil",-29.7179364,-53.8031374,0.0003032794804575298,0.00011683743958945606,0.0003138784924672213,0.0003546856480790026,0.00011763444845263475,0.00034396353513376437,0.00027234808166870473,0.0003337485565930119,0.0002812227639548916,0.00029520624504182153,0.00010011366386320767,0,0,POINT (-53.8031374 -29.7179364),0,1,0,13.017002861746503,Não Significativo,0.287
980000,,,Rua Eulalia Oliveira Irion,141.0,Dom Antônio Reis,Santa Maria,212.0,4,4,3,"Rua Eulalia Oliveira Irion, 141 - Dom Antônio Reis, Santa Maria, Brasil","R. Eulália Oliveira Irion, 141 - Dom Antonio Reis, Santa Maria - RS, 97065-170, Brazil",-29.7153429,-53.804337,0.0003327452580268775,0.00011506609528496709,0.00033986005065006237,0.00038444914222156713,0.00011616144421280216,0.00038297908476303717,0.00029526636100271695,0.00037024828355776353,0.0003068337586767759,0.0003194501105513636,9.922558343602424e-05,0,0,POINT (-53.804337 -29.7153429),0,1,0,13.795307850646754,Não Significativo,0.302
550000,R$ 300,,Rua Eulalia Oliveira Irion,191.0,Dom Antônio Reis,Santa Maria,85.0,2,2,1,"Rua Eulalia Oliveira Irion, 191 - Dom Antônio Reis, Santa Maria, Brasil","R. Eulália Oliveira Irion, 191 - Dom Antonio Reis, Santa Maria - RS, 97065-170, Brazil",-29.7157124,-53.80428629999999,0.00032825970583035425,0.00011516841878675903,0.0003355868254414055,0.00038164320591821497,0.00011621989112940796,0.0003770307816566504,0.0002917563514791052,0.00036468861426889503,0.00030300195611308216,0.00031554894846243735,9.924211232483344e-05,0,0,POINT (-53.80428629999999 -29.7157124),1,0,0,13.217673557208654,Não Significativo,0.12
285000,,,Rua Eva Monteiro,132.0,Boi Morto,Santa Maria,104.0,3,2,1,"Rua Eva Monteiro, 132 - Boi Morto, Santa Maria, Brasil","R. Eva Monteiro, 132 - Boi Morto, Santa Maria - RS, 97030-318, Brazil",-29.7159402,-53.852084,0.00018219509085869032,7.518797746301565e-05,0.0001605016423414577,0.0004182714587760113,7.559048438345616e-05,0.00019274407366969877,0.0001702917724985186,0.00019047321679000067,0.0001822972651809319,0.00016150479921304216,6.806214346245628e-05,0,0,POINT (-53.852084 -29.7159402),1,0,0,12.560244459250788,Não Significativo,0.473
233000,R$ 250,,Rua Expedicionário,67.0,Noal,Santa Maria,60.0,2,1,1,"Rua Expedicionário, 67 - Noal, Santa Maria, Brasil","Rua Expedicionário, 67 - Noal, Santa Maria - RS, 97020-300, Brazil",-29.69112,-53.82223270000001,0.0005912200593197472,9.163341448291336e-05,0.0003776867226644377,0.0005222550780594312,9.382413705847883e-05,0.0006404110440522031,0.0005024984201916638,0.0006343589181105249,0.0006307172284336632,0.0004012824848739406,8.378515170465932e-05,1,1,POINT (-53.82223270000001 -29.69112),1,0,0,12.358793732547838,Não Significativo,0.077
640000,,,Rua F,80.0,Diácono João Luiz Pozzobon,Santa Maria,80.0,2,1,2,"Rua F, 80 - Diácono João Luiz Pozzobon, Santa Maria, Brasil","Diácono João Luiz Pozzobon, Santa Maria - RS, Brazil",-29.721436,-53.77488839999999,0.0002128180377592116,0.00017183650432388276,0.000251457065717716,0.0001811908346261738,0.00017208951058740303,0.00022413526740900022,0.0002046461336679457,0.00022135438077415284,0.0001999139694586137,0.00023369823353068335,0.00013618375369622656,0,0,POINT (-53.77488839999999 -29.721436),0,1,0,13.369223455335854,Não Significativo,0.166
728455,,,Rua Farrapos,111.0,Nossa Senhora Medianeira,Santa Maria,106.0,2,1,1,"Rua Farrapos, 111 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 111 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6985967,-53.8132958,0.0007159153128384921,0.00010150395313145708,0.0004966694541881718,0.0005445224693428045,0.00010377285542542724,0.0009794101867203122,0.0005479730976275153,0.0009087579427154835,0.0006564614674689762,0.000501797797313642,9.116143240137418e-05,0,0,POINT (-53.8132958 -29.6985967),1,0,0,13.498681131947665,High-High (Alto-Alto),0.027
950000,R$ 350,,Rua Farrapos,48.0,Nossa Senhora Medianeira,Santa Maria,110.0,3,2,2,"Rua Farrapos, 48 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 48 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6972479,-53.8105288,0.0008853685925067858,0.00010381432750215825,0.0005858863782328405,0.0004666346756897747,0.00010635551469485639,0.0013596868708755229,0.0006411064732659313,0.0012189464053826283,0.0007743063728517089,0.0005920211357091362,9.328931554739291e-05,0,0,POINT (-53.8105288 -29.6972479),1,0,0,13.764217263576723,Não Significativo,0.059
1099000,R$ 140,,Rua Farrapos,58.0,Nossa Senhora Medianeira,Santa Maria,110.0,2,1,2,"Rua Farrapos, 58 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 58 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6980862,-53.8110441,0.0008097620366250234,0.000103564992973952,0.0005570888653140807,0.0004870418600447207,0.00010601118541860733,0.0011901987731798925,0.000600506331478309,0.001080432540550294,0.0007170514251216128,0.0005598932585555774,9.29488669411303e-05,0,0,POINT (-53.8110441 -29.6980862),1,0,0,13.909911233385758,Não Significativo,0.097
1190000,,,Rua Farrapos,58.0,Nossa Senhora Medianeira,Santa Maria,297.0,3,3,2,"Rua Farrapos, 58 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 58 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6980862,-53.8110441,0.0008097620366250234,0.000103564992973952,0.0005570888653140807,0.0004870418600447207,0.00010601118541860733,0.0011901987731798925,0.000600506331478309,0.001080432540550294,0.0007170514251216128,0.0005598932585555774,9.29488669411303e-05,0,0,POINT (-53.8110441 -29.6980862),0,0,1,13.989463865087712,Não Significativo,0.105
769168,,,Rua Farrapos,111.0,Nossa Senhora Medianeira,Santa Maria,129.0,3,2,0,"Rua Farrapos, 111 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 111 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6985967,-53.8132958,0.0007159153128384921,0.00010150395313145708,0.0004966694541881718,0.0005445224693428045,0.00010377285542542724,0.0009794101867203122,0.0005479730976275153,0.0009087579427154835,0.0006564614674689762,0.000501797797313642,9.116143240137418e-05,0,0,POINT (-53.8132958 -29.6985967),1,0,0,13.553064690167322,High-High (Alto-Alto),0.027
859642,,,Rua Farrapos,111.0,Nossa Senhora Medianeira,Santa Maria,129.0,3,1,1,"Rua Farrapos, 111 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 111 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6985967,-53.8132958,0.0007159153128384921,0.00010150395313145708,0.0004966694541881718,0.0005445224693428045,0.00010377285542542724,0.0009794101867203122,0.0005479730976275153,0.0009087579427154835,0.0006564614674689762,0.000501797797313642,9.116143240137418e-05,0,0,POINT (-53.8132958 -29.6985967),1,0,0,13.664271302491738,High-High (Alto-Alto),0.028
787056,,,Rua Farrapos,111.0,Nossa Senhora Medianeira,Santa Maria,132.0,3,3,0,"Rua Farrapos, 111 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 111 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6985967,-53.8132958,0.0007159153128384921,0.00010150395313145708,0.0004966694541881718,0.0005445224693428045,0.00010377285542542724,0.0009794101867203122,0.0005479730976275153,0.0009087579427154835,0.0006564614674689762,0.000501797797313642,9.116143240137418e-05,0,0,POINT (-53.8132958 -29.6985967),1,0,0,13.576054681157759,High-High (Alto-Alto),0.027
793019,,,Rua Farrapos,111.0,Nossa Senhora Medianeira,Santa Maria,133.0,3,3,0,"Rua Farrapos, 111 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 111 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6985967,-53.8132958,0.0007159153128384921,0.00010150395313145708,0.0004966694541881718,0.0005445224693428045,0.00010377285542542724,0.0009794101867203122,0.0005479730976275153,0.0009087579427154835,0.0006564614674689762,0.000501797797313642,9.116143240137418e-05,0,0,POINT (-53.8132958 -29.6985967),1,0,0,13.583602459976868,High-High (Alto-Alto),0.027
890000,R$ 350,,Rua Farrapos,58.0,Nossa Senhora Medianeira,Santa Maria,135.0,3,2,2,"Rua Farrapos, 58 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 58 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6980862,-53.8110441,0.0008097620366250234,0.000103564992973952,0.0005570888653140807,0.0004870418600447207,0.00010601118541860733,0.0011901987731798925,0.000600506331478309,0.001080432540550294,0.0007170514251216128,0.0005598932585555774,9.29488669411303e-05,0,0,POINT (-53.8110441 -29.6980862),1,0,0,13.698976741708323,Não Significativo,0.081
950000,R$ 450,,Rua Farrapos,48.0,Nossa Senhora Medianeira,Santa Maria,137.0,3,2,2,"Rua Farrapos, 48 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 48 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6972479,-53.8105288,0.0008853685925067858,0.00010381432750215825,0.0005858863782328405,0.0004666346756897747,0.00010635551469485639,0.0013596868708755229,0.0006411064732659313,0.0012189464053826283,0.0007743063728517089,0.0005920211357091362,9.328931554739291e-05,0,0,POINT (-53.8105288 -29.6972479),1,0,0,13.764217263576723,Não Significativo,0.059
570000,,,Rua Farrapos,67.0,Nossa Senhora Medianeira,Santa Maria,138.0,3,3,2,"Rua Farrapos, 67 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 67 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6975189,-53.8112681,0.0008399920178370021,0.00010316353226425806,0.0005604910074335747,0.00048397721124408447,0.00010563563785668013,0.0012461773599674356,0.0006170598853829019,0.0011294282795981658,0.0007456628588345931,0.0005668408758957426,9.27040733031785e-05,0,0,POINT (-53.8112681 -29.6975189),0,1,0,13.253391639810733,Low-High (Baixo-Alto),0.024
1190000,R$ 350,,Rua Farrapos,50.0,Nossa Senhora Medianeira,Santa Maria,200.0,4,3,2,"Rua Farrapos, 50 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 50 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6980486,-53.8120387,0.0007817113662784885,0.00010256651580712118,0.0005326332385185887,0.000507088899358168,0.00010495119258082172,0.0011172642315300297,0.0005851767388883236,0.001023651509932848,0.0007036417841295696,0.0005379042812533165,9.212550674287636e-05,0,0,POINT (-53.8120387 -29.6980486),0,0,1,13.989463865087712,Não Significativo,0.065
1190000,,,Rua Farrapos,48.0,Nossa Senhora Medianeira,Santa Maria,202.0,3,1,2,"Rua Farrapos, 48 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 48 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6972479,-53.8105288,0.0008853685925067858,0.00010381432750215825,0.0005858863782328405,0.0004666346756897747,0.00010635551469485639,0.0013596868708755229,0.0006411064732659313,0.0012189464053826283,0.0007743063728517089,0.0005920211357091362,9.328931554739291e-05,0,0,POINT (-53.8105288 -29.6972479),1,0,0,13.989463865087712,Não Significativo,0.075
1290000,,,Rua Farrapos,48.0,Nossa Senhora Medianeira,Santa Maria,234.0,3,3,2,"Rua Farrapos, 48 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 48 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6972479,-53.8105288,0.0008853685925067858,0.00010381432750215825,0.0005858863782328405,0.0004666346756897747,0.00010635551469485639,0.0013596868708755229,0.0006411064732659313,0.0012189464053826283,0.0007743063728517089,0.0005920211357091362,9.328931554739291e-05,0,0,POINT (-53.8105288 -29.6972479),0,0,1,14.070152776337855,Não Significativo,0.079
650000,,,Rua Farrapos,58.0,Nossa Senhora Medianeira,Santa Maria,252.0,2,2,1,"Rua Farrapos, 58 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 58 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6980862,-53.8110441,0.0008097620366250234,0.000103564992973952,0.0005570888653140807,0.0004870418600447207,0.00010601118541860733,0.0011901987731798925,0.000600506331478309,0.001080432540550294,0.0007170514251216128,0.0005598932585555774,9.29488669411303e-05,0,0,POINT (-53.8110441 -29.6980862),1,0,0,13.38472764187182,Não Significativo,0.069
1250000,,,Rua Farrapos,58.0,Nossa Senhora Medianeira,Santa Maria,297.0,3,2,2,"Rua Farrapos, 58 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 58 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6980862,-53.8110441,0.0008097620366250234,0.000103564992973952,0.0005570888653140807,0.0004870418600447207,0.00010601118541860733,0.0011901987731798925,0.000600506331478309,0.001080432540550294,0.0007170514251216128,0.0005598932585555774,9.29488669411303e-05,0,0,POINT (-53.8110441 -29.6980862),1,0,0,14.038654109278484,Não Significativo,0.111
550000,,,Rua Farrapos,58.0,Nossa Senhora Medianeira,Santa Maria,98.0,2,1,1,"Rua Farrapos, 58 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 58 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6980862,-53.8110441,0.0008097620366250234,0.000103564992973952,0.0005570888653140807,0.0004870418600447207,0.00010601118541860733,0.0011901987731798925,0.000600506331478309,0.001080432540550294,0.0007170514251216128,0.0005598932585555774,9.29488669411303e-05,0,0,POINT (-53.8110441 -29.6980862),1,0,0,13.217673557208654,Não Significativo,0.06
1250000,,,Rua Farrapos,58.0,Nossa Senhora Medianeira,Santa Maria,349.0,3,2,2,"Rua Farrapos, 58 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 58 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6980862,-53.8110441,0.0008097620366250234,0.000103564992973952,0.0005570888653140807,0.0004870418600447207,0.00010601118541860733,0.0011901987731798925,0.000600506331478309,0.001080432540550294,0.0007170514251216128,0.0005598932585555774,9.29488669411303e-05,0,0,POINT (-53.8110441 -29.6980862),1,0,0,14.038654109278484,Não Significativo,0.11
2000000,,,Rua João Rolim,173.0,Nossa Senhora de Lourdes,Santa Maria,250.0,4,6,2,"Rua João Rolim, 173 - Nossa Senhora de Lourdes, Santa Maria, Brasil","R. João Rolim, 173 - Nossa Sra. de Lourdes, Santa Maria - RS, 97060-350, Brazil",-29.6945799,-53.8018666,0.0013008717195435264,0.00011208975814534115,0.0011954300748415602,0.00033119195862294317,0.0001155581361686489,0.0019498586269402754,0.0009189655005322245,0.0017879429691053568,0.0009369991408070058,0.001121782699212208,0.00010072109699838487,0,0,POINT (-53.8018666 -29.6945799),0,1,0,14.508657738524219,High-High (Alto-Alto),0.036
878319,,,Rua Farrapos,111.0,Nossa Senhora Medianeira,Santa Maria,133.0,3,2,1,"Rua Farrapos, 111 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 111 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6985967,-53.8132958,0.0007159153128384921,0.00010150395313145708,0.0004966694541881718,0.0005445224693428045,0.00010377285542542724,0.0009794101867203122,0.0005479730976275153,0.0009087579427154835,0.0006564614674689762,0.000501797797313642,9.116143240137418e-05,0,0,POINT (-53.8132958 -29.6985967),1,0,0,13.685765132370758,High-High (Alto-Alto),0.029
884544,,,Rua Farrapos,111.0,Nossa Senhora Medianeira,Santa Maria,133.0,3,2,1,"Rua Farrapos, 111 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 111 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6985967,-53.8132958,0.0007159153128384921,0.00010150395313145708,0.0004966694541881718,0.0005445224693428045,0.00010377285542542724,0.0009794101867203122,0.0005479730976275153,0.0009087579427154835,0.0006564614674689762,0.000501797797313642,9.116143240137418e-05,0,0,POINT (-53.8132958 -29.6985967),1,0,0,13.692827536963698,High-High (Alto-Alto),0.029
908794,,,Rua Farrapos,122.0,Nossa Senhora Medianeira,Santa Maria,133.0,3,4,1,"Rua Farrapos, 122 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 122 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6984553,-53.8134568,0.0007178862827087358,0.00010130828378682982,0.0004950547894809149,0.0005460356188406845,0.00010357738982221628,0.0009800460173455254,0.0005493191461302521,0.0009101416172026912,0.0006598785645403639,0.0005009666081134906,9.101981841497521e-05,0,0,POINT (-53.8134568 -29.6984553),1,0,0,13.719873724814553,Não Significativo,0.119
927354,,,Rua Farrapos,122.0,Nossa Senhora Medianeira,Santa Maria,133.0,3,4,1,"Rua Farrapos, 122 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 122 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6984553,-53.8134568,0.0007178862827087358,0.00010130828378682982,0.0004950547894809149,0.0005460356188406845,0.00010357738982221628,0.0009800460173455254,0.0005493191461302521,0.0009101416172026912,0.0006598785645403639,0.0005009666081134906,9.101981841497521e-05,0,0,POINT (-53.8134568 -29.6984553),1,0,0,13.740090648674174,Não Significativo,0.122
1150000,,,Rua Farrapos,151.0,Nossa Senhora Medianeira,Santa Maria,188.0,4,4,2,"Rua Farrapos, 151 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 151 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6990312,-53.8150609,0.0006502495594148504,9.994549259014358e-05,0.00045719172708876113,0.0006002175775199643,0.00010208328154774559,0.0008502504055164624,0.0005096506997500102,0.0007990498983729953,0.0006089425627142395,0.00046303279514939435,8.980737095613429e-05,0,0,POINT (-53.8150609 -29.6990312),0,1,0,13.955272500339433,Não Significativo,0.057
220000,R$ 290,,Rua Farrapos,123.0,Nossa Senhora Medianeira,Santa Maria,69.0,2,1,0,"Rua Farrapos, 123 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 123 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6988372,-53.8136129,0.0006962620035659339,0.00010126696950151375,0.0004870876440883438,0.0005566602392618831,0.00010350040806717072,0.0009421118609697123,0.0005364684747319471,0.0008767351338877728,0.0006409389560309543,0.0004917956050919392,9.092988264786578e-05,0,0,POINT (-53.8136129 -29.6988372),1,0,0,12.301382825334498,Low-High (Baixo-Alto),0.044
516683,,,Rua Farrapos,111.0,Nossa Senhora Medianeira,Santa Maria,74.0,2,1,1,"Rua Farrapos, 111 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 111 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6985967,-53.8132958,0.0007159153128384921,0.00010150395313145708,0.0004966694541881718,0.0005445224693428045,0.00010377285542542724,0.0009794101867203122,0.0005479730976275153,0.0009087579427154835,0.0006564614674689762,0.000501797797313642,9.116143240137418e-05,0,0,POINT (-53.8132958 -29.6985967),1,0,0,13.155184812630868,Low-High (Baixo-Alto),0.024
595000,R$ 350,,Rua Farrapos,50.0,Nossa Senhora Medianeira,Santa Maria,80.0,2,2,1,"Rua Farrapos, 50 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 50 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6980486,-53.8120387,0.0007817113662784885,0.00010256651580712118,0.0005326332385185887,0.000507088899358168,0.00010495119258082172,0.0011172642315300297,0.0005851767388883236,0.001023651509932848,0.0007036417841295696,0.0005379042812533165,9.212550674287636e-05,0,0,POINT (-53.8120387 -29.6980486),1,0,0,13.296316684527767,Low-High (Baixo-Alto),0.038
560821,,,Rua Farrapos,111.0,Nossa Senhora Medianeira,Santa Maria,81.0,2,2,1,"Rua Farrapos, 111 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 111 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6985967,-53.8132958,0.0007159153128384921,0.00010150395313145708,0.0004966694541881718,0.0005445224693428045,0.00010377285542542724,0.0009794101867203122,0.0005479730976275153,0.0009087579427154835,0.0006564614674689762,0.000501797797313642,9.116143240137418e-05,0,0,POINT (-53.8132958 -29.6985967),1,0,0,13.237157060506407,Low-High (Baixo-Alto),0.024
595000,,,Rua Farrapos,48.0,Nossa Senhora Medianeira,Santa Maria,82.0,2,1,1,"Rua Farrapos, 48 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 48 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6972479,-53.8105288,0.0008853685925067858,0.00010381432750215825,0.0005858863782328405,0.0004666346756897747,0.00010635551469485639,0.0013596868708755229,0.0006411064732659313,0.0012189464053826283,0.0007743063728517089,0.0005920211357091362,9.328931554739291e-05,0,0,POINT (-53.8105288 -29.6972479),1,0,0,13.296316684527767,Low-High (Baixo-Alto),0.041
900000,R$ 400,,Rua Farrapos,58.0,Nossa Senhora Medianeira,Santa Maria,98.0,2,2,1,"Rua Farrapos, 58 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 58 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6980862,-53.8110441,0.0008097620366250234,0.000103564992973952,0.0005570888653140807,0.0004870418600447207,0.00010601118541860733,0.0011901987731798925,0.000600506331478309,0.001080432540550294,0.0007170514251216128,0.0005598932585555774,9.29488669411303e-05,0,0,POINT (-53.8110441 -29.6980862),1,0,0,13.710150042306449,Não Significativo,0.086
495000,,,Rua Farrapos,48.0,Nossa Senhora Medianeira,Santa Maria,98.0,2,2,1,"Rua Farrapos, 48 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 48 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6972479,-53.8105288,0.0008853685925067858,0.00010381432750215825,0.0005858863782328405,0.0004666346756897747,0.00010635551469485639,0.0013596868708755229,0.0006411064732659313,0.0012189464053826283,0.0007743063728517089,0.0005920211357091362,9.328931554739291e-05,0,0,POINT (-53.8105288 -29.6972479),1,0,0,13.112313041550827,Low-High (Baixo-Alto),0.038
950000,R$ 350,,Rua Farrapos,58.0,Nossa Senhora Medianeira,Santa Maria,110.0,3,2,2,"Rua Farrapos, 58 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Farrapos, 58 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-230, Brazil",-29.6980862,-53.8110441,0.0008097620366250234,0.000103564992973952,0.0005570888653140807,0.0004870418600447207,0.00010601118541860733,0.0011901987731798925,0.000600506331478309,0.001080432540550294,0.0007170514251216128,0.0005598932585555774,9.29488669411303e-05,0,0,POINT (-53.8110441 -29.6980862),1,0,0,13.764217263576723,Não Significativo,0.089
1360000,,R$ 1.210,Rua Farroupilha,85.0,Nossa Senhora das Dores,Santa Maria,235.0,3,3,6,"Rua Farroupilha, 85 - Nossa Senhora das Dores, Santa Maria, Brasil","R. Farroupilha, 85 - Km Três, Santa Maria - RS, 97095-170, Brazil",-29.6906048,-53.7844939,0.0004973997654283248,0.00013263884263293334,0.0009894905033889713,0.00021142606117049924,0.00013907325653671402,0.00047627791322828026,0.0005256315014530262,0.00048107608277198814,0.00044825744165900275,0.000815894495075125,0.00011956012941657175,0,0,POINT (-53.7844939 -29.6906048),0,1,0,14.122995257712235,High-High (Alto-Alto),0.001
2350000,,,Rua Farroupilha,13.0,km 3,Santa Maria,227.0,3,4,3,"Rua Farroupilha, 13 - km 3, Santa Maria, Brasil","R. Farroupilha - Km Três, Santa Maria - RS, 97095-170, Brazil",-29.6915186,-53.7830181,0.0004615127558460258,0.00013575323430512284,0.00086025203469447,0.0002072817957049832,0.00014243943957318765,0.00044678655794931697,0.0004827117245320976,0.00045011834105881336,0.00041773341192837053,0.0007192250300205401,0.00012192791703378898,1,0,POINT (-53.7830181 -29.6915186),1,0,0,14.669925886120343,High-High (Alto-Alto),0.001
2650000,,,Rua Farroupilha,13.0,km 3,Santa Maria,227.0,3,4,3,"Rua Farroupilha, 13 - km 3, Santa Maria, Brasil","R. Farroupilha - Km Três, Santa Maria - RS, 97095-170, Brazil",-29.6915186,-53.7830181,0.0004615127558460258,0.00013575323430512284,0.00086025203469447,0.0002072817957049832,0.00014243943957318765,0.00044678655794931697,0.0004827117245320976,0.00045011834105881336,0.00041773341192837053,0.0007192250300205401,0.00012192791703378898,1,0,POINT (-53.7830181 -29.6915186),1,0,0,14.790070197962406,High-High (Alto-Alto),0.001
2750000,,,Rua Farroupilha,13.0,km 3,Santa Maria,227.0,3,4,3,"Rua Farroupilha, 13 - km 3, Santa Maria, Brasil","R. Farroupilha - Km Três, Santa Maria - RS, 97095-170, Brazil",-29.6915186,-53.7830181,0.0004615127558460258,0.00013575323430512284,0.00086025203469447,0.0002072817957049832,0.00014243943957318765,0.00044678655794931697,0.0004827117245320976,0.00045011834105881336,0.00041773341192837053,0.0007192250300205401,0.00012192791703378898,1,0,POINT (-53.7830181 -29.6915186),1,0,0,14.827111469642754,High-High (Alto-Alto),0.001
2800000,R$ 1.800,,Rua Farroupilha,13.0,km 3,Santa Maria,227.0,3,4,3,"Rua Farroupilha, 13 - km 3, Santa Maria, Brasil","R. Farroupilha - Km Três, Santa Maria - RS, 97095-170, Brazil",-29.6915186,-53.7830181,0.0004615127558460258,0.00013575323430512284,0.00086025203469447,0.0002072817957049832,0.00014243943957318765,0.00044678655794931697,0.0004827117245320976,0.00045011834105881336,0.00041773341192837053,0.0007192250300205401,0.00012192791703378898,1,0,POINT (-53.7830181 -29.6915186),1,0,0,14.845129975145433,High-High (Alto-Alto),0.001
2900000,R$ 1.800,,Rua Farroupilha,13.0,km 3,Santa Maria,227.0,3,4,3,"Rua Farroupilha, 13 - km 3, Santa Maria, Brasil","R. Farroupilha - Km Três, Santa Maria - RS, 97095-170, Brazil",-29.6915186,-53.7830181,0.0004615127558460258,0.00013575323430512284,0.00086025203469447,0.0002072817957049832,0.00014243943957318765,0.00044678655794931697,0.0004827117245320976,0.00045011834105881336,0.00041773341192837053,0.0007192250300205401,0.00012192791703378898,1,0,POINT (-53.7830181 -29.6915186),1,0,0,14.880221294956703,High-High (Alto-Alto),0.001
